Page Type,URL,Meta Title,Meta Description,Meta Keywords,Stars,Language,Topics
Tool Page,https://www.trackmcp.com/tool/dbhub,"dbhub - 1,437⭐ MCP Tool","Universal database MCP server connecting to MySQL, PostgreSQL, SQL Server, MariaDB.. ⭐ 1,437 stars. TypeScript implementation.","dbhub, dbhub MCP, MCP tool, Model Context Protocol, TypeScript MCP, ai, anthropic, claude, claude-ai, cursor, popular MCP tool, trending MCP tool",1437,TypeScript,"ai, anthropic, claude, claude-ai, cursor, cursorai, database, dify, dify-plugins, mariadb, mcp, mcp-server, mysql, postgres, sqlite, sqlserver"
Tool Page,https://www.trackmcp.com/tool/anyquery,"anyquery - 1,371⭐ MCP Tool","Query anything (GitHub, Notion, +40 more) with SQL and let LLMs (ChatGPT, Claude) connect to using MCP. ⭐ 1,371 stars. Go implementation.","anyquery, anyquery MCP, MCP tool, Model Context Protocol, Go MCP, ai, analytics, api, business-intelligence, chatgpt, popular MCP tool, trending MCP tool",1371,Go,"ai, analytics, api, business-intelligence, chatgpt, csv, data-visualization, database, github, go, hacktoberfest, json, llm, mcp, mysql, notion, parquet, salesforce, sql, sqlite"
Tool Page,https://www.trackmcp.com/tool/web-eval-agent,"web-eval-agent - 1,191⭐ MCP Tool","An MCP server that autonomously evaluates web applications. . ⭐ 1,191 stars. Python implementation.","web-eval-agent, web-eval-agent MCP, MCP tool, Model Context Protocol, Python MCP, debugging, debugging-tool, mcp, mcp-server, modelcontextprotocol, popular MCP tool, trending MCP tool",1191,Python,"debugging, debugging-tool, mcp, mcp-server, modelcontextprotocol, playwright, qa, vibe-coding, vibe-testing"
Tool Page,https://www.trackmcp.com/tool/azure-mcp,"azure-mcp - 1,166⭐ MCP Tool","The Azure MCP Server, bringing the power of Azure to your agents.. ⭐ 1,166 stars. C# implementation.","azure-mcp, azure-mcp MCP, MCP tool, Model Context Protocol, C# MCP, popular MCP tool, trending MCP tool",1166,C#,
Tool Page,https://www.trackmcp.com/tool/azure-mcp,"azure-mcp - 1,166⭐ MCP Tool","The Azure MCP Server, bringing the power of Azure to your agents.. ⭐ 1,166 stars. C# implementation.","azure-mcp, azure-mcp MCP, MCP tool, Model Context Protocol, C# MCP, popular MCP tool, trending MCP tool",1166,C#,
Tool Page,https://www.trackmcp.com/tool/mcp-server-kubernetes,"mcp-server-kubernetes - 1,136⭐ MCP Tool","MCP Server for kubernetes management commands. ⭐ 1,136 stars. TypeScript implementation.","mcp-server-kubernetes, mcp-server-kubernetes MCP, MCP tool, Model Context Protocol, TypeScript MCP, infrastructure, kubernetes, mcp, server, popular MCP tool, trending MCP tool",1136,TypeScript,"infrastructure, kubernetes, mcp, server"
Tool Page,https://www.trackmcp.com/tool/devdb-vscode,"devdb-vscode - 1,111⭐ MCP Tool","A zero-config VS Code database extension with affordances to aid development and debugging.. ⭐ 1,111 stars. JavaScript implementation. MCP tool for AI developme","devdb-vscode, devdb-vscode MCP, MCP tool, Model Context Protocol, JavaScript MCP, popular MCP tool, trending MCP tool",1111,JavaScript,
Tool Page,https://www.trackmcp.com/tool/deepwiki-mcp,"deepwiki-mcp - 1,070⭐ MCP Tool","📖 MCP server for fetch deepwiki.com and get latest knowledge in Cursor and other Code Editors. ⭐ 1,070 stars. TypeScript implementation.","deepwiki-mcp, deepwiki-mcp MCP, MCP tool, Model Context Protocol, TypeScript MCP, popular MCP tool, trending MCP tool",1070,TypeScript,
Tool Page,https://www.trackmcp.com/tool/mcp-server-chatsum,"mcp-server-chatsum - 1,019⭐ MCP Tool","Query and Summarize your chat messages.. ⭐ 1,019 stars. TypeScript implementation. MCP tool for AI development.","mcp-server-chatsum, mcp-server-chatsum MCP, MCP tool, Model Context Protocol, TypeScript MCP, chatbot, chatsum, mcp-server, popular MCP tool, trending MCP tool",1019,TypeScript,"chatbot, chatsum, mcp-server"
Tool Page,https://www.trackmcp.com/tool/minima,"minima - 1,019⭐ MCP Tool","On-premises conversational RAG with configurable containers. ⭐ 1,019 stars. Python implementation. MCP tool for AI development.","minima, minima MCP, MCP tool, Model Context Protocol, Python MCP, ai, claude, custom-gpts, docker, docker-compose, popular MCP tool, trending MCP tool",1019,Python,"ai, claude, custom-gpts, docker, docker-compose, huggingface, langchain, mcp, model-context-protocol, ollama, qdrant, sentence-transformers"
Tool Page,https://www.trackmcp.com/tool/mcp-server-chatsum,"mcp-server-chatsum - 1,019⭐ MCP Tool","Query and Summarize your chat messages.. ⭐ 1,019 stars. TypeScript implementation. MCP tool for AI development.","mcp-server-chatsum, mcp-server-chatsum MCP, MCP tool, Model Context Protocol, TypeScript MCP, chatbot, chatsum, mcp-server, popular MCP tool, trending MCP tool",1019,TypeScript,"chatbot, chatsum, mcp-server"
Tool Page,https://www.trackmcp.com/tool/elevenlabs-mcp,"elevenlabs-mcp - 1,015⭐ MCP Tool","The official ElevenLabs MCP server. ⭐ 1,015 stars. Python implementation.","elevenlabs-mcp, elevenlabs-mcp MCP, MCP tool, Model Context Protocol, Python MCP, elevenlabs, elevenlabs-api, mcp, popular MCP tool, trending MCP tool",1015,Python,"elevenlabs, elevenlabs-api, mcp"
Tool Page,https://www.trackmcp.com/tool/agent-toolkit,agent-toolkit - Popular MCP Tool (985⭐),Python and TypeScript library for integrating the Stripe API into agentic workflows. ⭐ 985 stars. MCP tool for AI development.,"agent-toolkit, agent-toolkit MCP, MCP tool, Model Context Protocol, TypeScript MCP, llm, llm-agents, mcp, python, typescript, trending MCP tool",985,TypeScript,"llm, llm-agents, mcp, python, typescript, workflows"
Tool Page,https://www.trackmcp.com/tool/godot-mcp,godot-mcp - Popular MCP Tool (984⭐),"MCP server for interfacing with Godot game engine. Provides tools for launching the editor, running projects, and capturing debug output.","godot-mcp, godot-mcp MCP, MCP tool, Model Context Protocol, JavaScript MCP, ai, godot, mcp, trending MCP tool",984,JavaScript,"ai, godot, mcp"
Tool Page,https://www.trackmcp.com/tool/Agent-MCP,Agent-MCP - Popular MCP Tool (977⭐),"Agent-MCP is a framework for creating multi-agent systems that enables coordinated, efficient AI collaboration through the Model Context Protocol (MCP)....","Agent-MCP, Agent-MCP MCP, MCP tool, Model Context Protocol, TypeScript MCP, trending MCP tool",977,TypeScript,
Tool Page,https://www.trackmcp.com/tool/mysql_mcp_server,mysql_mcp_server - Popular MCP Tool (930⭐),A Model Context Protocol (MCP) server that enables secure interaction with MySQL databases. ⭐ 930 stars. Python implementation.,"mysql_mcp_server, mysql_mcp_server MCP, MCP tool, Model Context Protocol, Python MCP, ai, mcp, model-context-protocol, mysql, trending MCP tool",930,Python,"ai, mcp, model-context-protocol, mysql"
Tool Page,https://www.trackmcp.com/tool/azure-devops-mcp,azure-devops-mcp - Popular MCP Tool (918⭐),"The MCP server for Azure DevOps, bringing the power of Azure DevOps directly to your agents.. ⭐ 918 stars. TypeScript implementation.","azure-devops-mcp, azure-devops-mcp MCP, MCP tool, Model Context Protocol, TypeScript MCP, trending MCP tool",918,TypeScript,
Tool Page,https://www.trackmcp.com/tool/iMCP,iMCP - Popular MCP Tool (916⭐),"A macOS app that provides an MCP server to your Messages, Contacts, Reminders and more. ⭐ 916 stars. Swift implementation.","iMCP, iMCP MCP, MCP tool, Model Context Protocol, Swift MCP, macos, mcp, trending MCP tool",916,Swift,"macos, mcp"
Tool Page,https://www.trackmcp.com/tool/iMCP,iMCP - Popular MCP Tool (916⭐),"A macOS app that provides an MCP server to your Messages, Contacts, Reminders and more. ⭐ 916 stars. Swift implementation.","iMCP, iMCP MCP, MCP tool, Model Context Protocol, Swift MCP, macos, mcp, trending MCP tool",916,Swift,"macos, mcp"
Tool Page,https://www.trackmcp.com/tool/mcp-router,mcp-router - Popular MCP Tool (846⭐),A Unified MCP Server Management App. ⭐ 846 stars. TypeScript implementation.,"mcp-router, mcp-router MCP, MCP tool, Model Context Protocol, TypeScript MCP, llm, llmops, mcp, mcp-client, mcp-manager, trending MCP tool",846,TypeScript,"llm, llmops, mcp, mcp-client, mcp-manager, mcp-router, mcp-server, mcp-servers, mcp-tools, modelcontextprotocol"
Tool Page,https://www.trackmcp.com/tool/CloudBase-AI-ToolKit,CloudBase-AI-ToolKit - Popular MCP Tool (829⭐),"🪐 Instantly generate, deploy, and host your full-stack Web apps, mini-programs, databases, and backend services with AI IDE, launch your ideas at light...","CloudBase-AI-ToolKit, CloudBase-AI-ToolKit MCP, MCP tool, Model Context Protocol, TypeScript MCP, ai, cloudbase, cursor, mcp, miniprogram, trending MCP tool",829,TypeScript,"ai, cloudbase, cursor, mcp, miniprogram, prompt, serverless, tencent, web"
Tool Page,https://www.trackmcp.com/tool/mcp-browser-use,mcp-browser-use - Popular MCP Tool (828⭐),Model Context Protocol tool. ⭐ 828 stars. Python implementation.,"mcp-browser-use, mcp-browser-use MCP, MCP tool, Model Context Protocol, Python MCP, trending MCP tool",828,Python,
Tool Page,https://www.trackmcp.com/tool/mcp-browser-use,mcp-browser-use - Popular MCP Tool (828⭐),Model Context Protocol tool. ⭐ 828 stars. Python implementation.,"mcp-browser-use, mcp-browser-use MCP, MCP tool, Model Context Protocol, Python MCP, trending MCP tool",828,Python,
Tool Page,https://www.trackmcp.com/tool/browser-use-mcp-server,browser-use-mcp-server - Popular MCP Tool (760⭐),"Browse the web, directly from Cursor etc.. ⭐ 760 stars. Python implementation. MCP tool for AI development.","browser-use-mcp-server, browser-use-mcp-server MCP, MCP tool, Model Context Protocol, Python MCP, browser, browser-use, cursor, mcp, mcp-server, trending MCP tool",760,Python,"browser, browser-use, cursor, mcp, mcp-server, playwright"
Tool Page,https://www.trackmcp.com/tool/kubectl-mcp-server,kubectl-mcp-server - Popular MCP Tool (732⭐),Chat with your Kubernetes Cluster using AI tools and IDEs like Claude and Cursor!. ⭐ 732 stars. Python implementation. MCP tool for AI development.,"kubectl-mcp-server, kubectl-mcp-server MCP, MCP tool, Model Context Protocol, Python MCP, ai, deployment, devops, genai, kubernetes, trending MCP tool",732,Python,"ai, deployment, devops, genai, kubernetes, kubernetes-cluster, llms, mcp, mcp-server"
Tool Page,https://www.trackmcp.com/tool/google-calendar-mcp,google-calendar-mcp - Popular MCP Tool (707⭐),MCP integration for Google Calendar to manage events.. ⭐ 707 stars. TypeScript implementation.,"google-calendar-mcp, google-calendar-mcp MCP, MCP tool, Model Context Protocol, TypeScript MCP, trending MCP tool",707,TypeScript,
Tool Page,https://www.trackmcp.com/tool/kubernetes-mcp-server,kubernetes-mcp-server - Popular MCP Tool (700⭐),Model Context Protocol (MCP) server for Kubernetes and OpenShift. ⭐ 700 stars. Go implementation.,"kubernetes-mcp-server, kubernetes-mcp-server MCP, MCP tool, Model Context Protocol, Go MCP, containers, context, kubernetes, kubernetes-mcp, mcp, trending MCP tool",700,Go,"containers, context, kubernetes, kubernetes-mcp, mcp, model, modelcontextprotocol, openshift, protocol"
Tool Page,https://www.trackmcp.com/tool/docs-mcp-server,docs-mcp-server - Popular MCP Tool (698⭐),Docs MCP Server: Enhance Your AI Coding Assistant . ⭐ 698 stars. TypeScript implementation.,"docs-mcp-server, docs-mcp-server MCP, MCP tool, Model Context Protocol, TypeScript MCP, trending MCP tool",698,TypeScript,
Tool Page,https://www.trackmcp.com/tool/HyperChat,HyperChat - Popular MCP Tool (684⭐),"HyperChat is a Chat client that strives for openness, utilizing APIs from various LLMs to achieve the best Chat experience, as well as implementing prod...","HyperChat, HyperChat MCP, MCP tool, Model Context Protocol, TypeScript MCP, agent, chat-application, llm, local-agent, mcp, trending MCP tool",684,TypeScript,"agent, chat-application, llm, local-agent, mcp, modelcontextprotocol"
Tool Page,https://www.trackmcp.com/tool/k8m,k8m - Popular MCP Tool (681⭐),一款轻量级、跨平台的 Mini Kubernetes AI Dashboard，支持大模型+智能体+MCP(支持设置操作权限)，集成多集群管理、智能分析、实时异常检测等功能，支持多架构并可单文件部署，助力高效集群管理与运维优化。. ⭐ 681 stars. Go implementation.,"k8m, k8m MCP, MCP tool, Model Context Protocol, Go MCP, 2fa, ai, apigateway, chatgpt, dashboard, trending MCP tool",681,Go,"2fa, ai, apigateway, chatgpt, dashboard, k8s, k8s-gpt, mcp, ollama, openai, openkruise"
Tool Page,https://www.trackmcp.com/tool/gitlab-mcp,gitlab-mcp - Popular MCP Tool (658⭐),First gitlab mcp for you. ⭐ 658 stars. JavaScript implementation.,"gitlab-mcp, gitlab-mcp MCP, MCP tool, Model Context Protocol, JavaScript MCP, trending MCP tool",658,JavaScript,
Tool Page,https://www.trackmcp.com/tool/context-portal,context-portal - Popular MCP Tool (657⭐),Context Portal (ConPort): A memory bank MCP server building a project-specific knowledge graph to supercharge AI assistants. Enables powerful Retrieval ...,"context-portal, context-portal MCP, MCP tool, Model Context Protocol, Python MCP, trending MCP tool",657,Python,
Tool Page,https://www.trackmcp.com/tool/context-portal,context-portal - Popular MCP Tool (657⭐),Context Portal (ConPort): A memory bank MCP server building a project-specific knowledge graph to supercharge AI assistants. Enables powerful Retrieval ...,"context-portal, context-portal MCP, MCP tool, Model Context Protocol, Python MCP, trending MCP tool",657,Python,
Tool Page,https://www.trackmcp.com/tool/mcp-server-docker,mcp-server-docker - Popular MCP Tool (636⭐),MCP server for Docker. ⭐ 636 stars. Python implementation.,"mcp-server-docker, mcp-server-docker MCP, MCP tool, Model Context Protocol, Python MCP, trending MCP tool",636,Python,
Tool Page,https://www.trackmcp.com/tool/aderyn,aderyn - Popular MCP Tool (636⭐),Solidity Static Analyzer that easily integrates into your editor. ⭐ 636 stars. Rust implementation. MCP tool for AI development.,"aderyn, aderyn MCP, MCP tool, Model Context Protocol, Rust MCP, mcp-server, rust, solidity, static-code-analyzer, trending MCP tool",636,Rust,"mcp-server, rust, solidity, static-code-analyzer"
Tool Page,https://www.trackmcp.com/tool/MCPJungle,MCPJungle - Popular MCP Tool (617⭐),Self-hosted MCP Gateway and Registry for AI agents. ⭐ 617 stars. Go implementation.,"MCPJungle, MCPJungle MCP, MCP tool, Model Context Protocol, Go MCP, ai-agents, infrastructure, llmops, mcp, mcp-gateway, trending MCP tool",617,Go,"ai-agents, infrastructure, llmops, mcp, mcp-gateway, mcp-middleware, mcp-registry, mcp-server, mcp-servers, mcp-tools, model-context-protocol, self-hosted, vibe-coding"
Tool Page,https://www.trackmcp.com/tool/clojure-mcp,clojure-mcp - Popular MCP Tool (612⭐),Clojure MCP. ⭐ 612 stars.,"clojure-mcp, clojure-mcp MCP, MCP tool, Model Context Protocol, Clojure MCP, trending MCP tool",612,Clojure,
Tool Page,https://www.trackmcp.com/tool/excel-mcp-server,excel-mcp-server - Popular MCP Tool (569⭐),A Model Context Protocol (MCP) server that reads and writes MS Excel data. ⭐ 569 stars. Go implementation.,"excel-mcp-server, excel-mcp-server MCP, MCP tool, Model Context Protocol, Go MCP, trending MCP tool",569,Go,
Tool Page,https://www.trackmcp.com/tool/mcp-clickhouse,mcp-clickhouse - Popular MCP Tool (567⭐),Connect ClickHouse to your AI assistants.. ⭐ 567 stars. Python implementation. MCP tool for AI development.,"mcp-clickhouse, mcp-clickhouse MCP, MCP tool, Model Context Protocol, Python MCP, trending MCP tool",567,Python,
Tool Page,https://www.trackmcp.com/tool/annas-mcp,annas-mcp - Popular MCP Tool (567⭐),MCP server and CLI tool for searching and downloading documents from Anna's Archive. ⭐ 567 stars. Go implementation.,"annas-mcp, annas-mcp MCP, MCP tool, Model Context Protocol, Go MCP, annas-archive, cli, mcp-server, trending MCP tool",567,Go,"annas-archive, cli, mcp-server"
Tool Page,https://www.trackmcp.com/tool/mcp-clickhouse,mcp-clickhouse - Popular MCP Tool (567⭐),Connect ClickHouse to your AI assistants.. ⭐ 567 stars. Python implementation. MCP tool for AI development.,"mcp-clickhouse, mcp-clickhouse MCP, MCP tool, Model Context Protocol, Python MCP, trending MCP tool",567,Python,
Tool Page,https://www.trackmcp.com/tool/android-mcp-server,android-mcp-server - Popular MCP Tool (563⭐),An MCP server that provides control over Android devices via adb. ⭐ 563 stars. Python implementation.,"android-mcp-server, android-mcp-server MCP, MCP tool, Model Context Protocol, Python MCP, trending MCP tool",563,Python,
